Page	Section_number	Section_name	Order	User	Timestamp	Content
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	48	Mathematics:  Number	2	RekishiEJ	11:55, 25 August 2008 (UTC)	Sorry the number of articles in the two English Wikipedia namespace pages are approximately 3,000, not 2,000. But even if the number of articles in this page are 3,000 are also O.K.- just too long. 2,000 is O.K. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	50	 Microprocessor and CPU 	0	Ilya K	18:19, 28 August 2008 (UTC)	Microprocessor is more specific term than CPU. Let us replace it with CPU --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	50	 Microprocessor and CPU 	1	RekishiEJ	05:52, 29 August 2008 (UTC)	Agreed. CPU is more commonly used than microprocessor. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	50	 Microprocessor and CPU 	2	Yekrats	13:53, 20 October 2008 (UTC)	 Agreed. I went ahead and made this change. (Microprocessor -> :en:Central processing unit) --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	51	 About the places in the list 	0	RekishiEJ	06:16, 29 August 2008 (UTC)	I noticed some cities were removed, they're curical, however, since Melboune is the second largest city of Australia, Canberra is the capital of Australia, Milan and Naples are quite familiar to non-Western persons, and Tel Aviv is the educational and industrial centre of Israel. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	51	 About the places in the list 	1	RekishiEJ	02:58, 30 August 2008 (UTC)	"I think it was explained above. But the arguments where too many cities in Australia and Italy. At the same time skipping some of the largest cities in the world. Tel Aviv is the second city for Israel. Most countries don't have even one in the list. Israel is a small country so that seemed unbalanced. --MarsRover 20:05, 29 August 2008 (UTC)
Well, Israel is a crucial country in the world since non-Israeli new medias often report events there in international news section. Therefore, Tel Aviv is a vital article. Again, the list should contain 2,000 instead of 1,000 articles. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	51	 About the places in the list 	2	Yerpo	08:21, 1 September 2008 (UTC)	Israel is on the list (bolded, even) along with its capital (bolded as well!), so it's pretty much covered there. It's important, but not so much to have even more at expense of other countries. If you want 2000 articles on the list (including Tel-Aviv) you're welcome to start a new one, but I think we agreed long ago to keep this one at 1000. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	53	 Why 1000? 	0	Hogne	13:57, 20 September 2008 (UTC)	"1000 is little, there are more than 1000 super-necessary articles, and removing Dostoevsky is comparable to removing Shakespeare.
Be welcome to create the 10.000 articles list!"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	53	 Why 1000? 	1	Yerpo	20:24, 25 September 2008 (UTC)	" Don't laugh. I am creating a 10,000-list on English Wikipedia, but the problem is reversed: it is hard to find the 10,000 best topics (Do you know the world's top 300 scientists?).  However, overall, it is amazing how much better & easier a large list works: just add the ""top 100"" of everything, adding 500 per week for 18 weeks. The extent of real information is awesome. -209.214.44.173 07:15, 24 October 2008 (UTC)
 After reading through the discussion page here, cutting it back to 1000 seems psychotic.  Why not bump it, eventually, to a slightly higher - or less arbitrary - number?  170.201.180.137 18:52, 25 September 2008 (UTC)
Remember that this list is primarily meant to be a guide for small Wikipedias for what they should focus on to be useful as a reference. Covering 1000 topics from scratch isn't easy, covering more is more difficult still if you have only a couple of regular contributors. Nobody is required to follow this list. By the way, is there any number that isn't arbitrary? No matter how many you'd include, there would always be somebody arguing that there is another super-necessary topic to add. So the answer to the question ""why 1000?"" is simply - ""why not?"". --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	53	 Why 1000? 	2	Boivie	08:55, 4 October 2008 (UTC)	A smaller number would make the list easier to work with. 1000 is a good compromise. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	55	1000 is just too few	0	Yerpo	07:52, 24 October 2008 (UTC)	"24-Oct-2008: After studying the list for years, I finally realized that 1,000 articles is absolutely too small, and perhaps 5,000 would have been much better.  A Wikipedia doesn't need all 5,000 articles immediately, but it would be a long-term goal.  Why did 1,000 fail to cover the range? Because using only 1000 was like trying to represent a ""football field"" in ""3 inches of soil"". It might seem (at first) that grass is still grass in 3 inches, but only one yardline or goal-line could fit within 3 inches, and putting a goal post in there pushes a yardline marker out. Plus, those yardline numbers for 20, 30, 40, 50 won't fit inside a 3-inch plug of grass, and it can't show the ""whole 9 yards"" before the next first down.  In this analogy, a football field could be better represented in a 10-yard segment (10% of the whole 100-yard field), showing 2 yardlines 10 feet apart, with the goal line, and a chain measuring the 9 yards until the next first down.  Likewise, for an encyclopedia, consider listing 10% of a large collection, such as 10% of 50,000 articles = 5,000 articles.

Because the English Wikipedia is so huge (2.6 million articles), I'm creating a list of 10,000 highly notable topics: those are the articles that should be improved above ""good-article"" level, because they are the core of a full encyclopedia.  Among those 10,000 articles, will be:
 about 250 famous athletes among the top Olympic/sports figures;
 over 150 TV/film actors that represent long-term impact;
 over 100 major artists of ballet/opera/etc.;
 some of the top 50 racehorses of the past 200 years;
 many breeds of cat/dog/horse that appear in formal shows;
 dozens of food items (intended to span many food cultures);
 famous authors, journalists, and mystics around the world.
Each Wikipedia can reach an international audience, and for that reason, a large set of core articles should be written, long-term.

The problem has been a lack of scope to show people that the core list covers enough to track the overall progress of expanding the articles. In the past, there was no incentive to improve the 4 articles about actors, when more than 150 actors have had obvious impact in English films.  Now, with a larger list, multiple people can divide the work, each improving ""10 articles"" in the total list, with the understanding that those are the articles that people will be reading, not just the 4 actors in the 1000-list.  I, personally, don't care to push featured-article level, just improve those 10,000 articles to have sources & some significant details in each. If there are some awkward phrases or weak sections, that is close enough.  I feel that the featured-article requirement, to expand all weak sections, can be overkill, if the basic details are already present in an article.

Anyway, the most important point is that the 1000-list is absolutely too small (someone tried a 1300-article list, but it got trimmed back down).  Instead, list 5,000 or 10,000 major articles, and allow each Wikipedia to take years developing those articles as a long-term goal.  Each Wikipedia could decide how to prioritize articles that have lower impact for their readers, but don't try to cram 500 years of stage acting into 4 people, or 4500 years of scientific progress into 30 people, etc.  Quite honestly, the 1000-list approach is just plain ""goofy"" as a measure of information, or as someone above said, the effect ""seems psychotic"" because it's mentally unbalanced, like trying to cram the football field into 3 inches of soil (as a measure of ""how to construct a football field"").  More yards are needed, and more articles are needed to clarify what is involved in building the thing. -209.214.44.173 07:15, 24 October 2008 (UTC)

See my above reply. Any number we'd set would be completely subjective and not much less psychotic to conform to (especially when people decided to cram dozens of racehorses in). Remember, there's a difference between ""important"" and ""notable"", and what is hugely popular in the English-speaking world (or even USA alone) may be almost unknown in other parts of the world (such as baseball, rugby and racehorses), hence globally unimportant. Otherwise you have a point, but instead of trying to convert this list which everybody seems to want, why not just make another? Here, have a link. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	56	Too many biographies	0	Eukesh	16:51, 4 October 2008 (UTC)	"I think that biography list needs to be shortened. Its filled with a lot of people who make no difference to a lot of people around the world esp the artist, author etc part which is filled with too many English/American people. I can assure you that most of those ""successful"" artists, authors etc are unknown to more than 90 percent of South Asia and India which makes around half of humanity. I think these people need to be deleted from the list. Instead we can add a few more scientists who matter more to the world, whether they are known or unknown. Thanks--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	57	Brahmi script	0	Eukesh	16:58, 4 October 2008 (UTC)	Why is Brahmi script absent from the list of alphabets? It is the most prominent of abugida with its derivatives like Devnagari, Eastern Nagari (Bengali, Assamese), Western Nagari (Gurmukhi, Gujrati), Modi, Tibetan, Thai, Khmer, Tamil, Malayalam, Kannada, Telugu, Lao, Korean, Ranjana, Prachalit Nepal, Balinese, Kirat Sirijanga, Lepcha, Mithilaksher etc being used to write more than 100 languages (encompassing languages from Indo-European, Sino-Tibetan, Asiatic, Dravidian etc families).--
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	57	Brahmi script	1	Eukesh	18:39, 4 October 2008 (UTC)	"So, unlike the alphabets listed. This one is not actively used for any modern language? Only it derivatives are. --MarsRover 18:00, 4 October 2008 (UTC)
It is not used in any modern language. However, it has profound impact on writing of more than 100 languages.--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	58	 Trimming of electronics section? 	0	Yerpo	11:04, 6 October 2008 (UTC)	IMO, it is unnecessary to have all the basic circuit components (:en:Capacitor, :en:Inductor, :en:Transistor, :en:Diode, :en:Resistor and :en:Transformer) on this list. I propose to replace those entries with :en:Electronic circuit which can serve as an introduction to the rest and is (again, IMO) more important than separate components. I'm not an engineer, though, so correct me if I'm talking nonsense. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	58	 Trimming of electronics section? 	1	Yerpo	18:58, 6 October 2008 (UTC)	"There have been some significant trimming going on in science so not sure how much more we need. Might want to work on the biographies instead. But I noticed that the ""over-view"" sort of articles have problems across languages since its a little bit opinion how to group things together. (ex. :en:Heart disease and :en:Nut (fruit) doesn't always translate.) --MarsRover 17:15, 6 October 2008 (UTC)
I know science is a bit malnourished here, so perhaps we should add up to five other scientific terms and continue removing biographies. As for the language issue, I think there should be no problem as electronic circuit is such a common term. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	59	Popular culture figures	0	RekishiEJ	16:58, 7 October 2008 (UTC)	Recreational figures should all be removed. They are much less important in world history than other types of notable persons. Other types of articles in the list do not have to be removed since they have high importance. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	59	Popular culture figures	1	RekishiEJ	13:08, 8 October 2008 (UTC)	"Not sure what you mean by ""recreational figures"". Can you give a few examples? Important artists should be in the list if you want a balanced encyclopedia. --MarsRover 18:16, 7 October 2008 (UTC)
Singers, actors, comedians, models, and so on. These types of figures are usually well-known only in particular countries. And since this VA list can not be too verbose, it can not contain figures only having high fame in certain regions, especially popular culture figures. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	59	Popular culture figures	2	RekishiEJ	13:19, 8 October 2008 (UTC)	The reason that high culture figures have more notability than popular culture figures is foreign culture figures are mentioned more often in world history and geography textbooks than popular culture figures, this is why I think generally recreational figures should not be mentioned in this list, especially when some regard the page too long. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	59	Popular culture figures	3	Yerpo	13:40, 9 October 2008 (UTC)	I kinda agree with removing representatives of western pop culture. Maybe we could leave the most famous one (Elvis or some other person deemed such), but yeah, this section is clearly superfluous and biased, especially if we take into account the too large number of biographies. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	0	Yerpo		After
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	1	Boivie	17:48, 9 October 2008 (UTC)	"Biography=
:en:Sarah Bernhardt, :en:Pieter Bruegel the Elder, :en:Donatello, :en:I. M. Pei, :en:Peter Paul Rubens, :en:Abu Nuwas, :en:Luís de Camões, :en:Arnaut Daniel, :en:Rubén Darío, :en:Ferdowsi, :en:Fuzûlî, :en:Kālidāsa, :en:Munshi Premchand, :en:Shota Rustaveli, :en:Isaac Bashevis Singer, :en:Snorri Sturluson, :en:William Wordsworth, :en:Wu Cheng'en, :en:Anton Bruckner, :en:Gustav Mahler, :en:Jean Sibelius, :en:Bedřich Smetana, :en:Alexander von Humboldt, :en:Federico Fellini, :en:Satyajit Ray, :en:Orson Welles, :en:Fibonacci, :en:Ernst Haeckel, :en:John von Neumann, :en:Giordano Bruno, :en:Francis of Assisi, :en:David Ben-Gurion, :en:Empress Dowager Cixi, :en:Haile Selassie, :en:Jawaharlal Nehru, :en:Qin Shi Huang, :en:Emma Goldman
Geography
:en:Earth science, :en:Map, :en:North Pole, :en:Rainforest, :en:Delhi, :en:Kyoto, :en:Lagos, :en:Aral Sea, :en:Congo River, :en:Ganges River, :en:Great Barrier Reef, :en:Great Lakes, :en:Indus River, :en:Lake Tanganyika, :en:Lake Victoria, :en:Niagara Falls, :en:Niger River, :en:Yangtze River, :en:Rocky Mountains
Society
:en:Behavior, :en:Colonialism
Culture
:en:Pottery, :en:Literacy, :en:Fiction, :en:Arch, :en:Canal, :en:Giza pyramid complex, :en:Folk music, :en:New Age music, :en:Playing card, :en:Horse racing, :en:Wrestling, :en:Spirituality, :en:Free will, :en:Mind, :en:Reality
Science
:en:Endangered species, :en:Domestication, :en:Respiration (physiology), :en:Colon (anatomy), :en:Integumentary system, :en:Sensory system, :en:Reproductive system, :en:Addiction, :en:Disability, :en:Hearing impairment, :en:Mental illness, :en:Headache, :en:Heart disease, :en:Malnutrition, :en:Ape, :en:Visible spectrum
Technology
:en:Wedge (mechanical device), :en:Irrigation, :en:User interface
Foodstuffs
:en:Sorghum, :en:Nut (fruit)
Mathematics
:en:Group theory
conclusion
Okey, that's alot more than 38. But it's only because I hope you will strike out those that should stay. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	2	Yerpo	07:33, 10 October 2008 (UTC)	"You should just list the articles you want to get rid of. I sort of agreed with the choices but we should discuss anyway. --MarsRover 19:59, 9 October 2008 (UTC)

As I already said, all western pop culture icons can go from the biographies AFAIK; as for the rest, we should take care not to make the list too western-centric. I'd rather not judge the specific cases, because those are subjects I don't know much about. There was a lot of discussion about some other entries (towards the top of this page and in the archives), I think it should be considered as well.
I think most of the geography section of your list should stay, except perhaps :en:Earth science and :en:Aral Sea which we could do without. From the culture section, I agree with removal of :en:Horse racing, :en:Wrestling, :en:Folk music, :en:New Age music and :en:Playing card. :en:Behavior, :en:Colonialism should definitely stay, IMO. Most of the science should stay as well, except maybe :en:Integumentary system and :en:Heart disease which is essentially a disambiguation (but we should have something about the heart disease in, considering how important cause of mortality in western world this is). :en:User interface doesn't seem too important to me as well, and I agree with the choice of foodstuffs and mathematics subjects to be removed. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	3	Yerpo	14:36, 11 October 2008 (UTC)	I argee with most of the
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	4	Yerpo	19:00, 11 October 2008 (UTC)	You're right, I missed Kyoto there. I agree that Tokio is enough. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	5	Boivie	06:31, 16 October 2008 (UTC)	Now we're down to 1017. What more should be removed? --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	6	Yerpo	07:01, 16 October 2008 (UTC)	:en:Jean Sibelius, :en:Orson Welles, :en:Pieter Bruegel the Elder, :en:John von Neumann and :en:Heart disease if I had to pick from your list. Plus :en:Marlon Brando, :en:Bruce Lee and :en:Brigitte Bardot. That makes 8, so we can keep one of them (von Neumann perhaps). --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	60	 Removals 	7	Saə	12:49, 23 October 2008 (UTC)	I would suggest removal of :en:Japanese yen. I can understand reasons for :en:United States dollar or :en:Euro to be included in this list, but as for yen, i don't see what makes it more important than for example, :en:Pound sterling or quite many others. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	61	 Idea about tracking reasons for inclusion 	0	Yekrats	13:48, 20 October 2008 (UTC)	"Can we include a comment after the article link that explains in a few words the reason it deserves to be in the list?
Example:

en:Augustine of Hippo 
en:Alan Turing 	  
en:Congo River        
en:Tamil language     
en:Go (game)          
en:Mosquito           
en:Plough             

Would be nice to understanding why articles were first added especially when thinking of removing them. --MarsRover 21:58, 15 October 2008 (UTC)
That is a GREAT idea! --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	61	 Idea about tracking reasons for inclusion 	1	Kevinhksouth	03:13, 21 October 2008 (UTC)	I really like this idea too. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	61	 Idea about tracking reasons for inclusion 	2	Mashiah Davidson	04:17, 1 November 2008 (UTC)	I like it to argue why Sergei Eisenstein is more important than Lucas.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	62	Increase to 2000 for easier calculations	0	Yerpo	11:36, 24 October 2008 (UTC)	"24-Oct-2008: Back in March 2008, there was a call to shorten the list to 1000 for easy calculation (divide by shift .000), and people struggled to ax many notable entries down to 1009, but never dropped to 1000. Note now, Wikimedia can do calculations: code as """" (result: average notable articles omitted for each listed article: , rounded to 2 places). Remember, Wikimedia is a vast computing tool as well as repository.  The MediaWiki software can perform thousands of calcs per second, and there is no need to shorten the list if Wikimedia does the calcs.

Listing 2000 is easier: However, we could add 1,000 entries (as 2,000 total), to allow mentally dividing by 1,000 and halving, as division by 2000.  So, yes, 2000 articles would be easier to hand-calculate than 1009, and I vote YES to quickly expand the list to 2,000 for easy calculations. To pad as 2000 entries, insert the periodic table of atomic elements (or such) as filler, then delete elements from the end to keep the list as 2,000 when more entries are added. Certainly, every Wikipedia should have the (universal) atomic elements, but the end (radioactive) elements are not as notable, and easily deleted. I would also add hundreds of Nobel Prize winners, since that is a worldwide concern, and showcases world technologies and styles. Another form of quick filler could be a list of Olympic sporting events (which applies to the whole world), and then delete from that list as space is needed.  Wikimedia is recommending only the minimum, and anyone can list ALL the atomic elements (or Olympic events) in their encyclopedia, even those not in a 2000-article core list.  Beware that it won't take long to find 2000 world-wide important articles, so the next hand-calculation is 5000 articles: multiply by 2 and shift 4 places (.0000), to divide by 5000. -209.214.44.173 09:49, 24 October 2008 (UTC)

, as per comment above. The ease of calculation isn't by any chance an important argument here IMO, eventhough it has been mentioned. Would be good to have another opinion, though. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	62	Increase to 2000 for easier calculations	1	Miguel.lima	16:19, 26 October 2008 (UTC)	", if an expanded list is needed (which I don't think so) it should be seperate from this one. Articles have different importance. Something people have to accept for any size list to make sense. But once you accept that, its just a matter of sorting and truncating. But I believe we should leave it at 1000 articles. Its small enough to force people to filter the list by importance, large enough to be a starting point for balanced coverage, and yet a doable task for new wiki. -MarsRover 20:49, 24 October 2008 (UTC)

 I think that writing 1,000 articles is enough work for a new wiki. For example, in the Galician wikipedia, we have created more than 40,000 articles after five years; but there are still a few articles from the 1,000 list waiting to be written."
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	62	Increase to 2000 for easier calculations	2	Yekrats	12:19, 29 October 2008 (UTC)	" However, I would be in favor of a second list of articles as the ""second thousand articles every Wikipedia should have."" --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	62	Increase to 2000 for easier calculations	3	Wikid77	12:57, 27 October 2008 (UTC)	" 27-Oct-2008: Thanks, everyone, for your replies.  I see now that the list can be interpreted as articles that a Wikipedia language ""must have"" (rather than ""should have""), and the German Wikipedia had just 984 articles in their variation as the core list for German.  I have only recently viewed the Absent-Articles listing (which limits reporting to those Wikipedias which have omitted fewer than 250 from the total list): if the list were much longer, then absent-article counts could exceed the 250 (dropping those Wikipedias from the list), and there would be less information about which articles are slow to implement. Currently, I see that ""everyone"" has the very-famous people, such as Beethoven, Dvorak, Puccini, Verdi, Einstein, Elvis, Marilyn, The Beatles, Spielberg, Fellini, Kubrick, Walt Disney, Florence Nightingale, Dante Alighieri and en:Omar Khayyám, plus common terms such as Week, Month, Year, Kilometre, Foot, Kilogram, Litre, Polytheism, Football, Baseball, Rugby & Game. Obviously, many Wikipedias omit the less-known people (such as American en:Walt Whitman, en:Satyajit Ray, or en:Abu Nuwas) and expensive activities (like en:Horse racing or en:Auto racing). However, the least-favorite articles include the abstract/broad concepts, such as Reality, Thought, Writing, Prose, Fiction, Behavior, Beauty, Truth, Morality, Domestication & Measurement.  Perhaps keep the list around 1000-1200, but avoid abstract terms and unusual people, thereby allowing each Wikipedia to add their own notable people in their realm. Certainly, a list of 2000 would be too many when treated as the ""required"" core list. -"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	63	Whale is idiosyncratic to English	0	Andejons	09:31, 1 November 2008 (UTC)	"The term and concept whale in the list should be replaced with cetacea. Whale may be an important concept in English. But the definition in the article in the English wikipedia shows that the concept is awkward and arbitrary delinated. Notably it is not a taxon in Biology. It does not have interwiki link to Danish, Swedish or Norwegian (closely related to English). I think this is because these languages lack corresponding words. Cetacea, on the other hand, does have a corresponding Swedish word that seems to be ethymologically related to whale (val). --194.237.142.6 18:28, 30 October 2008 (UTC)
The term cetacea includes whales and dolphins. So, it overlaps with having Dolphin in the list. I would actually prefer having either :en:Blue Whale (""largest animal ever to have existed"") or :en:Sperm Whale (""largest living toothed animal"" and of :en:Moby Dick fame). The en.wp cetacea article mainly lists the various species of the order which doesn't seem to be an article every wikipedia should have. --MarsRover 05:43, 31 October 2008 (UTC)

Articles about cetacea are featured on four different language versions, so it's certainly possible to write good articles about the subject. Also, even en:Whale mostly deals with things that could just as well be in the article about the order (it even mentions dolphins as a type of whale). "
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	63	Whale is idiosyncratic to English	1	Yerpo	18:27, 2 November 2008 (UTC)	I agree with the above and have made the change. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	63	Whale is idiosyncratic to English	2	Paracel63	15:07, 15 November 2008 (UTC)	"Thanks, Yerpo. Indeed, the English concept of 'whale', does present its problems as it's not a biological term, while Swedish 'valar' (plural form of 'val') is both about biology and general concept (ref. the old Swedish biological term 'valdjur' is not used nowadays, making 'valar' a term with at least two definitions). Same problems arise in languages such as Catalan (where 'balena' primarily means a baleen whale) and probably in Arabic, both Wikipedias carrying an current ""Absent value"" of 1 to 2. So, making English language/the English language Wikipedia the model for all Wikipedias does have its ups and downs. Then, thanks once more, Yerpo.--"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	0	Yerpo	11:06, 4 November 2008 (UTC)	"According to the count, we are approaching our goal. Therefore I have made a quick review of the list and am now proposing 8 more removals, then we can make the version ""official"". Here there are:
:en:Ernst Haeckel (his main ideas are outdated in modern biology)
:en:Richard Stallman (we already have Tim Berners-Lee representing information age inventors)
:en:Niagara Falls (globally important? I don't think so, and we already have the Great Lakes on the list from that region)
:en:International Atomic Energy Agency (far less influential and therefore important as it should be, IMO)
:en:Italian language (only historic cultural importance, and there is proportionally a lot of italian topics present here)
:en:Fencing (I think I already said once that such an exclusive sport for the rich doesn't belong here)
:en:Bahá'í Faith (minor religion)
:en:Zoroastrianism (minor religion, although it could remain due to its historic influence)
:en:Shinto (minor religion)
There, 9, so we can keep :en:Zoroastrianism if you think it's important enough (I'm not really an expert on religion). --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	1	Boivie	16:03, 4 November 2008 (UTC)	Sounds reasonable. I would have kept Shinto instead of Zoroastrianism, but I don't mind losing any of them. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	2	Yerpo	12:58, 5 November 2008 (UTC)	"How about removing these:
en:Che Guevara - over-hiped revolutionary. 
en:Japanese yen - since have dollar and euro this less important
en:Measurement - merely a definition. better to have another example of a measurement
en:Wedge (mechanical device) - slightly more than a definition. but would always be a trivial article.
-MarsRover 17:27, 4 November 2008 (UTC)

I went ahead and made the change. I kept :en:Zoroastrianism for its heavy influence on modern abrahamic religions. Out of MarsRover's suggestions, I removed Wedge, others seem important enough for me to stay (:en:Japanese yen, for example, is the third most-traded currency in the foreign exchange market, hence more important than pound). Because the count afterwards gave me 999 articles, I took the liberty of keeping :en:Arabic alphabet which was added yesterday by an anon and which seems reasonable to me. Somebody please check if I made an error in counting. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	3	Yerpo	08:58, 14 November 2008 (UTC)	"I just noticed that :en:Pythagoras is on the list twice (under ""Inventors, scientists and mathematicians"" and ""Social scientists""). Any suggestions on replacement? Otherwise I'll return :en:Ernst Haeckel as I feel I may have been too quick dismissing him. --"
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	4	Kevinhksouth	15:26, 14 November 2008 (UTC)	There are already too many biography articles, so I think it would be unwise to restore a biography article. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	5	Yerpo	16:11, 14 November 2008 (UTC)	Okay, what then? --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	6	Yerpo	20:27, 14 November 2008 (UTC)	PS: make that two additions. No sense in having both :en:Train and :en:Rail transport on the list (just saw this). --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	7	Yerpo	13:26, 15 November 2008 (UTC)	Looks like nobody has any ideas... How about :en:Nature and :en:Psychology to replace Rail transport and the second Pythagoras? Both are from Vital articles list on :en. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	64	 The final squeeze 	8	Kevinhksouth	14:45, 15 November 2008 (UTC)	That's okay. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	65	 Shift agriculture 	0	Lloffiwr	19:08, 7 November 2008 (UTC)	This is not a request to remove or add anything. Instead I propose that Agriculture be moved from the section on business and economics, to the section on technology. Although the business and economic side of agriculture is very important, fundamentally agriculture concerns the production of food and other products of the land. It is true that business and economics were largely built upon a foundation of agriculture. However, agriculture exists outside of business and economics, subsistence agriculture still being a way of life for some. Agriculture, though, depends completely on technology, to plant, harvest and store crops. So, could we place agriculture under technology, where irrigation stands now, and have irrigation and plough as subsections of agriculture?
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	65	 Shift agriculture 	1	Yerpo	09:04, 8 November 2008 (UTC)	Sounds logical to me. I don't think anyone would mind if you just do it. --
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	65	 Shift agriculture 	2	Lloffiwr	09:21, 8 November 2008 (UTC)	OK. Done.
https://meta.wikimedia.org/wiki/Talk:List_of_articles_every_Wikipedia_should_have/Archives/2008	66	 Officializing? 	0	Yerpo	10:16, 11 November 2008 (UTC)	So... there weren't further comments in the six days after The Final Squeeze, which indicates to me that you feel the list doesn't have major issues at this point. Perhaps there is and idiosyncratic term or two left, the section proportions aren't perfect (still too many biographies, for example) and some of the entries are too vague to have large articles on (especially in the Philosophy section). But instead of bashing our heads in attempt to solve this, I propose to make this version official (v1.1) so people can translate it to their own languages. Then we can start solving the problems which will take more effort, IMO. What do you think? --
